8,19,_,37,48,_,_,73,_
	Ticket 2: 
1,11,_,_,_,_,67,70,80
5,_,_,_,_,55,68,71,85
9,12,_,31,_,56,_,_,87
	Ticket 3: 
_,10,21,31,44,_,_,71,_
2,12,_,35,46,_,_,72,_
_,18,28,38,47,_,_,_,90

Card 10
	Ticket 1: 
1,_,_,_,44,50,60,70,_
6,10,24,30,_,_,_,_,87
9,11,_,_,_,53,62,_,89
	Ticket 2: 
_,11,24,37,_,_,62,70,_
_,_,27,_,42,50,68,_,87
_,19,29,_,49,54,_,73,_
	Ticket 3: 
1,11,25,_,_,_,62,_,80
7,_,_,30,_,_,64,70,85
_,15,26,37,_,_,65,72,_

Card 11
	Ticket 1: 
_,13,_,34,_,_,62,73,80
2,18,23,_,_,_,_,75,81
9,_,_,37,_,54,68,_,90
	Ticket 2: 
_,_,22,31,_,50,64,_,81
_,_,25,36,_,55,68,_,85
9,13,28,38,_,_,_,_,87
	Ticket 3: 
_,14,_,30,41,_,67,72,_
4,_,21,_,48,59,_,_,89
9,15,22,37,_,_,_,77,_

Card 12
	Ticket 1: 
4,11,24,_,_,_,_,77,80
5,_,27,_,_,_,66,79,82
8,17,28,34,46,_,_,_,_
	Ticket 2: 
_,_,25,32,40,_,61,_,82
1,_,_,_,42,51,67,_,88
6,15,28,39,_,58,_,_,_
	Ticket 3: 
_,_,_,32,40,56,64,_,81
_,_,_,33,48,58,_,71,82
5,18,_,39,_,59,_,_,85

Card 13
	Ticket 1: 
_,10,_,32,41,53,_,70,_
3,16,_,33,42,_,_,_,87
6,_,22,38,48,57,_,_,_
	Ticket 2: 
1,_,24,_,_,53,64,_,81
4,16,25,_,_,55,_,78,_
8,_,26,31,49,_,68,_,_
	Ticket 3: 
_,13,24,_,_,_,60,72,80
8,17,29,34,_,_,_,_,83
_,_,_,35,_,54,69,79,85

Card 14
	Ticket 1: 
7,_,_,30,44,_,62,_,85
_,19,22,36,_,52,63,_,_
_,_,_,38,_,56,67,76,87
	Ticket 2: 
1,_,_,33,40,50,_,70,_
6,_,_,35,46,51,_,79,_
7,13,_,_,_,58,65,_,86
	Ticket 3: 
_,13,25,_,44,53,_,76,_
_,15,_,33,_,56,62,79,_
_,18,26,_,45,_,66,_,84

Card 15
	Ticket 1: 
_,_,23,_,40,54,_,70,82
_,_,25,39,41,58,_,73,_
8,16,26,_,_,_,_,74,87
	Ticket 2: 
_,10,25,34,_,_,_,74,82
_,12,26,_,_,50,60,75,_
_,16,_,_,42,55,67,_,86
	Ticket 3: 
_,_,24,33,46,_,66,_,82
_,19,25,_,47,52,67,_,_
_,_,27,34,49,_,69,79,_

Card 16
	Ticket 1: 
_,10,_,36,_,_,65,76,87
1,14,26,_,48,50,_,_,_
5,19,27,37,_,_,66,_,_
	Ticket 2: 
6,12,_,32,43,_,_,72,_
8,15,23,39,_,_,_,76,_
9,17,25,_,46,_,_,_,82
	Ticket 3: 
_,_,21,31,46,_,63,76,_
_,17,24,35,_,_,64,79,_
8,_,29,38,_,53,66,_,_

Card 17
	Ticket 1: 
9,_,_,34,42,51,_,_,85
_,13,_,37,45,_,68,74,_
_,_,21,38,47,_,69,_,87
	Ticket 2: 
_,_,20,_,45,50,61,_,81
2,16,_,_,47,_,_,71,83
_,_,25,31,_,56,67,_,84
	Ticket 3: 
_,10,21,33,_,55,_,_,86
3,_,26,37,_,_,_,71,90
7,_,27,_,47,59,_,77,_

Card 18
	Ticket 1: 
_,_,20,31,41,52,_,_,82
2,17,_,_,45,_,66,_,89
7,_,28,37,48,56,_,_,_
	Ticket 2: 
1,10,26,33,_,_,64,_,_
8,_,_,36,48,_,65,71,_
_,12,_,_,_,50,67,72,90
	Ticket 3: 
3,_,20,_,42,_,_,71,83
_,14,22,_,46,53,_,_,85
_,15,_,33,47,59,_,75,_

Card 19
	Ticket 1: 
3,_,21,30,_,50,_,_,86
4,_,_,31,42,_,65,_,87
_,_,22,38,45,54,_,_,88
	Ticket 2: 
1,11,_,32,44,_,_,71,_
3,12,_,_,47,_,_,75,80
5,18,_,_,_,_,69,76,84
	Ticket 3: 
_,_,_,30,40,54,65,_,80
_,12,_,34,41,58,_,77,_
4,19,_,_,_,_,69,78,87

Card 20
	Ticket 1: 
_,_,_,33,_,52,61,72,82
7,_,_,_,43,54,69,_,88
8,19,25,37,_,_,_,78,_
	Ticket 2: 
2,12,26,36,_,_,_,71,_
7,14,27,_,_,_,62,72,_
_,_,_,37,42,56,_,77,83
	Ticket 3: 
3,17,20,_,43,_,60,_,_
5,_,_,38,_,50,65,_,87
9,19,29,_,_,_,68,_,88

Card 21
	Ticket 1: 
2,_,23,31,_,_,66,70,_
5,_,27,32,_,_,67,74,_
_,17,_,38,_,59,_,76,85
	Ticket 2: 
1,_,25,33,45,55,_,_,_
9,_,_,36,48,_,_,78,83
_,12,26,_,_,58,_,79,87
	Ticket 3: 
_,16,21,_,40,51,_,72,_
2,19,_,_,49,_,_,76,83
9,_,29,34,_,55,_,_,90

Card 22
	Ticket 1: 
_,_,_,30,_,50,66,71,82
_,13,22,37,_,55,_,77,_
_,16,_,_,42,_,68,79,83
	Ticket 2: 
2,_,_,34,45,_,60,_,80
5,_,_,39,46,_,69,_,88
9,_,23,_,49,_,_,73,89
	Ticket 3: 
2,12,21,_,44,51,_,_,_
5,_,22,_,47,_,64,75,_
_,14,27,39,_,55,65,_,_

Card 23
	Ticket 1: 
_,_,_,30,40,_,61,71,88
_,11,22,31,43,_,69,_,_
_,13,26,33,_,_,_,72,89
	Ticket 2: 
6,_,21,_,40,50,_,_,81
_,_,24,38,41,53,_,_,82
_,_,26,_,46,58,_,72,85
	Ticket 3: 
3,_,23,31,40,_,_,_,89
_,17,26,33,44,_,61,_,_
_,_,29,36,_,54,64,70,_

Card 24
	Ticket 1: 
1,12,_,_,_,54,_,75,86
2,_,_,_,41,59,_,76,87
8,13,_,39,48,_,62,_,_
	Ticket 2: 
_,13,_,_,41,_,62,71,81
_,16,_,_,42,_,67,74,87
3,19,26,_,48,_,_,75,_
	Ticket 3: 
5,14,_,31,_,54,_,_,88
_,_,26,35,41,_,_,71,90
8,_,28,37,44,_,_,73,_

Card 25
	Ticket 1: 
_,10,24,35,_,_,_,74,80
_,11,25,_,46,_,_,77,81
5,12,28,39,_,55,_,_,_
	Ticket 2: 
2,14,20,_,_,58,_,_,86
4,_,_,34,43,_,_,76,89
_,18,29,_,_,_,65,78,90
	Ticket 3: 
2,18,20,_,_,_,67,70,_
_,_,23,30,41,_,68,_,82
5,19,26,32,_,59,_,_,_

Card 26
	Ticket 1: 
2,_,21,_,46,51,_,_,86
9,10,23,_,47,58,_,_,_
_,12,24,32,_,59,_,79,_
	Ticket 2: 
_,_,22,33,_,53,62,76,_
1,10,24,39,_,_,_,78,_
6,_,26,_,47,55,_,_,85
	Ticket 3: 
_,_,20,33,40,54,_,74,_
_,_,27,_,41,_,63,75,85
6,13,_,_,_,55,_,77,90

Card 27
	Ticket 1: 
1,12,_,_,44,_,_,71,80
_,_,_,34,46,54,65,73,_
2,18,21,_,49,_,_,78,_
	Ticket 2: 
7,_,23,34,44,_,60,_,_
_,14,24,_,_,51,68,_,80
8,_,_,35,45,_,69,_,89
	Ticket 3: 
3,_,_,31,_,_,67,70,83
_,16,25,34,_,53,_,71,_
4,_,_,38,_,_,68,72,88

Card 28
	Ticket 1: 
2,10,_,_,_,54,_,73,89
6,_,21,31,_,55,65,_,_
_,11,26,32,_,_,_,77,90
	Ticket 2: 
_,_,20,30,45,52,64,_,_
2,11,_,34,48,_,66,_,_
5,16,26,_,_,53,_,77,_
	Ticket 3: 
_,_,26,31,_,51,62,_,81
5,_,_,32,_,_,64,75,86
_,_,29,35,43,_,66,_,88

Card 29
	Ticket 1: 
_,_,28,_,46,_,63,70,81
_,17,29,30,_,51,64,_,_
_,18,_,36,48,52,_,_,88
	Ticket 2: 
2,_,_,34,_,_,63,70,80
_,10,_,35,_,54,66,_,83
9,_,22,_,_,59,69,_,90
	Ticket 3: 
_,_,23,_,_,53,63,74,80
_,_,27,30,40,59,64,_,_
1,19,29,36,_,_,67,_,_

Card 30
	Ticket 1: 
3,13,_,_,43,54,_,_,81
6,18,28,37,46,_,_,_,_
_,_,_,38,48,58,_,73,90
	Ticket 2: 
_,11,_,_,48,56,60,71,_
1,15,25,_,_,_,68,75,_
4,18,_,31,49,_,_,_,80
	Ticket 3: 
_,14,21,_,_,52,_,72,88
6,15,26,_,_,54,_,_,89
_,17,27,36,45,56,_,_,_

Card 31
	Ticket 1: 
6,_,20,35,42,_,60,_,_
_,10,_,_,49,_,66,70,80
_,19,25,36,_,57,_,76,_
	Ticket 2: 
_,11,20,_,41,_,64,72,_
2,13,_,39,_,54,_,_,87
9,14,24,_,45,_,_,73,_
	Ticket 3: 
2,_,_,_,41,54,_,75,81
7,_,24,_,43,56,_,_,88
_,_,_,36,48,57,_,78,89

Card 32
	Ticket 1: 
_,15,_,33,40,_,_,74,85
_,_,_,34,42,52,64,_,88
1,_,29,_,48,_,69,75,_
	Ticket 2: 
_,_,21,36,_,55,61,_,90
6,_,27,_,46,56,66,_,_
_,16,28,_,_,59,69,74,_
	Ticket 3: 
4,10,29,_,_,_,_,72,83
8,12,_,_,_,51,_,76,90
_,17,_,30,41,57,_,77,_

Card 33
	Ticket 1: 
8,_,20,32,_,_,61,_,87
9,_,28,_,44,54,_,76,_
_,12,29,34,46,58,_,_,_
	Ticket 2: 
_,12,21,31,_,_,_,71,85
_,19,_,35,_,50,66,73,_
5,_,_,_,_,51,67,77,86
	Ticket 3: 
4,17,28,_,_,53,_,70,_
6,_,_,_,_,56,68,76,86
8,_,29,_,_,59,69,78,_

Card 34
	Ticket 1: 
1,_,_,_,47,55,_,70,81
2,11,_,36,49,_,_,72,_
5,16,_,_,_,_,69,78,82
	Ticket 2: 
_,10,25,_,_,_,61,75,83
2,17,_,37,_,50,_,_,84
8,19,_,38,47,56,_,_,_
	Ticket 3: 
_,11,_,39,41,52,_,_,80
_,16,_,_,45,54,_,70,84
3,_,24,_,_,_,62,78,87

Card 35
	Ticket 1: 
_,16,28,30,40,_,_,_,81
3,_,_,33,_,50,_,74,86
_,18,_,_,42,56,60,75,_
	Ticket 2: 
_,_,23,32,_,52,_,77,81
_,18,_,_,44,54,60,_,89
3,_,27,38,47,56,_,_,_
	Ticket 3: 
_,16,27,_,40,_,_,72,85
1,_,29,_,_,56,61,76,_
9,19,_,39,_,_,66,79,_

Card 36
	Ticket 1: 
_,10,21,_,40,56,_,_,80
_,17,23,_,_,59,60,70,_
6,_,29,_,45,_,67,_,86
	Ticket 2: 
2,13,21,_,_,_,60,70,_
_,17,_,38,_,50,68,77,_
_,18,_,39,44,58,69,_,_
	Ticket 3: 
1,13,_,35,_,_,61,74,_
5,_,_,_,41,_,66,75,80
_,18,_,_,49,54,67,_,90

Card 37
	Ticket 1: 
_,10,_,_,44,_,62,73,80
1,16,27,_,48,_,_,_,86
9,17,_,_,_,50,_,79,87
	Ticket 2: 
_,_,23,32,42,_,62,_,80
2,11,27,_,48,_,_,_,83
3,12,29,33,_,_,_,_,89
	Ticket 3: 
1,14,21,_,_,_,60,71,_
8,_,_,_,46,50,_,73,87
_,15,_,36,47,_,64,76,_

Card 38
	Ticket 1: 
_,13,26,_,40,54,_,77,_
2,_,_,33,_,56,_,78,83
9,_,_,_,47,57,_,79,85
	Ticket 2: 
_,11,_,36,40,_,_,78,81
4,14,24,37,_,_,_,_,86
9,_,26,38,_,52,_,_,87
	Ticket 3: 
_,_,29,_,_,51,62,70,83
3,14,_,_,42,52,66,_,_
9,_,_,_,_,53,69,71,84

Card 39
	Ticket 1: 
_,14,24,33,42,50,_,_,_
1,_,27,36,_,54,67,_,_
2,_,29,38,48,_,_,_,90
	Ticket 2: 
_,_,22,33,_,54,66,71,_
_,13,25,38,41,_,_,73,_
_,_,_,_,42,55,67,74,83
	Ticket 3: 
1,_,26,_,_,_,61,74,83
3,10,28,30,_,_,_,_,88
4,17,_,_,41,_,_,75,90

Card 40
	Ticket 1: 
3,_,20,_,41,_,_,71,83
_,11,26,32,46,_,_,74,_
5,12,28,_,_,_,60,78,_
	Ticket 2: 
_,17,24,_,_,51,64,_,80
9,_,_,_,_,53,66,70,87
_,19,27,32,43,56,_,_,_
	Ticket 3: 
_,_,20,_,_,52,66,70,88
3,_,_,33,43,57,_,78,_
_,17,26,36,48,58,_,_,_

Card 41
	Ticket 1: 
_,16,29,_,_,54,63,_,80
_,18,_,_,47,55,_,75,87
9,_,_,35,48,58,_,_,90
	Ticket 2: 
3,_,24,_,_,54,_,76,84
9,19,_,33,_,57,66,_,_
_,_,27,35,41,_,67,77,_
	Ticket 3: 
_,_,20,37,42,_,68,72,_
8,17,22,_,47,_,_,_,82
_,18,26,_,49,50,_,_,85

Card 42
	Ticket 1: 
3,_,26,32,46,_,_,_,82
9,11,_,38,_,_,68,_,87
_,_,28,_,49,53,69,77,_
	Ticket 2: 
2,12,23,34,40,_,_,_,_
7,_,_,_,45,53,_,72,85
_,14,26,_,47,_,66,78,_
	Ticket 3: 
4,15,22,37,_,_,_,_,85
7,_,_,38,_,57,61,76,_
_,16,24,_,47,_,67,_,89

Card 43
	Ticket 1: 
_,10,24,31,_,51,_,_,86
9,12,_,_,41,_,60,_,87
_,14,29,_,_,53,_,74,89
	Ticket 2: 
2,15,_,30,40,_,_,70,_
3,16,26,39,_,_,61,_,_
_,_,_,_,44,58,66,73,87
	Ticket 3: 
_,11,23,34,_,50,_,_,86
3,14,25,_,40,_,_,_,88
8,_,27,39,49,_,_,_,90

Card 44
	Ticket 1: 
1,11,_,36,43,_,_,71,_
5,14,22,_,44,_,_,72,_
9,_,28,37,_,_,_,78,87
	Ticket 2: 
_,11,20,31,_,50,_,70,_
_,15,27,34,40,_,_,_,84
3,_,_,_,_,52,64,79,85
	Ticket 3: 
2,_,24,32,_,_,61,77,_
7,_,_,38,41,50,65,_,_
9,_,_,39,46,58,69,_,_

Card 45
	Ticket 1: 
2,_,_,35,40,_,_,71,84
_,17,23,39,45,_,_,_,85
9,_,_,_,46,56,_,73,88
	Ticket 2: 
_,_,_,33,43,54,_,79,85
4,_,_,34,46,_,67,_,86
7,_,_,36,48,_,68,_,87
	Ticket 3: 
3,14,22,_,47,_,_,_,82
_,16,24,33,49,50,_,_,_
_,_,29,39,_,59,69,_,85

Card 46
	Ticket 1: 
2,_,23,_,41,_,65,_,86
8,_,24,37,_,_,_,70,89
_,_,29,_,45,51,68,_,90
	Ticket 2: 
5,_,_,31,42,54,_,71,_
6,10,_,37,44,56,_,_,_
7,13,_,38,45,_,65,_,_
	Ticket 3: 
_,11,_,34,_,54,68,_,80
_,16,25,_,_,57,69,_,81
6,_,_,37,40,58,_,_,89

Card 47
	Ticket 1: 
2,12,_,_,_,50,63,76,_
5,_,20,39,44,_,_,_,84
_,17,_,_,47,57,65,_,87
	Ticket 2: 
3,12,20,33,46,_,_,_,_
8,15,24,_,_,53,_,77,_
_,17,_,38,47,58,_,_,90
	Ticket 3: 
_,11,21,33,_,_,60,71,_
_,12,22,_,46,_,61,74,_
_,19,28,38,_,_,69,76,_

Card 48
	Ticket 1: 
2,16,_,_,_,_,65,71,84
6,_,23,_,_,_,66,74,88
9,_,_,_,_,55,68,76,89
	Ticket 2: 
_,_,24,_,40,52,63,71,_
_,15,26,_,46,_,68,75,_
7,_,_,_,47,58,69,76,_
	Ticket 3: 
1,_,26,_,_,50,62,_,85
_,_,_,36,46,52,65,_,89
_,11,_,37,47,59,66,_,_

Card 49
	Ticket 1: 
_,15,_,_,_,51,60,71,84
1,_,22,33,_,55,_,73,_
_,_,29,39,_,56,61,77,_
	Ticket 2: 
2,10,23,_,_,_,69,_,80
_,12,_,33,49,50,_,_,85
_,18,_,34,_,56,_,79,88
	Ticket 3: 
_,11,_,30,42,54,_,73,_
_,13,23,33,_,55,63,_,_
_,_,29,36,_,56,64,_,82

Card 50
	Ticket 1: 
3,11,_,_,42,_,_,73,80
_,_,21,39,_,_,63,79,82
9,_,27,_,49,52,68,_,_
	Ticket 2: 
1,_,21,_,40,_,_,70,84
4,15,_,_,48,_,_,74,87
6,18,25,_,_,_,_,75,90
	Ticket 3: 
_,_,_,31,41,57,_,70,81
_,10,23,_,44,_,_,71,86
_,15,26,36,_,_,_,74,87

Card 51
	Ticket 1: 
_,_,20,_,41,_,61,70,86
1,_,28,37,44,52,_,_,_
6,_,29,_,48,_,65,79,_
	Ticket 2: 
1,_,_,33,42,_,62,_,83
_,16,_,37,49,51,63,_,_
8,18,26,_,_,58,67,_,_
	Ticket 3: 
2,_,23,32,_,_,_,72,81
4,_,_,_,40,57,_,77,82
_,_,28,35,45,_,60,_,87

Card 52
	Ticket 1: 
2,_,21,30,45,_,_,_,81
_,_,_,38,49,55,65,77,_
9,11,28,_,_,58,68,_,_
	Ticket 2: 
_,13,_,_,41,52,61,_,83
2,15,_,_,44,54,_,79,_
6,17,_,_,46,58,66,_,_
	Ticket 3: 
_,11,_,_,41,50,67,73,_
_,_,_,_,47,55,69,78,83
_,14,_,31,49,_,_,79,90

Card 53
	Ticket 1: 
_,11,22,_,_,53,60,_,86
3,_,_,_,_,54,66,70,89
_,19,_,34,_,56,67,73,_
	Ticket 2: 
5,_,24,33,42,_,_,_,80
7,19,28,35,_,53,_,_,_
9,_,_,_,44,55,66,76,_
	Ticket 3: 
6,_,_,_,44,53,64,_,81
_,14,_,35,45,_,69,70,_
_,_,24,36,48,_,_,74,85

Card 54
	Ticket 1: 
3,_,_,32,_,52,61,72,_
_,_,_,38,_,53,62,74,81
_,_,22,39,40,59,_,78,_
	Ticket 2: 
_,10,_,33,_,51,_,71,86
9,11,20,36,44,_,_,_,_
_,13,29,39,47,_,60,_,_
	Ticket 3: 
2,_,25,33,41,_,64,_,_
8,13,_,35,_,55,66,_,_
_,16,_,38,_,_,69,76,90

Card 55
	Ticket 1: 
_,_,_,33,_,54,61,72,81
7,_,20,_,41,_,62,73,_
8,13,24,34,_,57,_,_,_
	Ticket 2: 
1,19,_,31,_,_,63,_,82
7,_,_,35,40,54,66,_,_
8,_,22,_,43,_,69,_,90
	Ticket 3: 
1,11,21,_,42,52,_,_,_
_,_,_,36,45,55,65,_,84
_,12,_,_,46,_,66,71,85

Card 56
	Ticket 1: 
_,16,_,35,41,_,60,70,_
1,_,_,_,_,50,63,77,81
_,18,29,38,_,_,_,78,84
	Ticket 2: 
7,10,25,30,_,_,_,77,_
_,_,_,31,_,55,60,78,80
_,_,27,39,40,_,61,_,82
	Ticket 3: 
2,10,_,32,40,59,_,_,_
5,14,_,_,47,_,_,70,80
_,16,23,35,_,_,_,77,81

Card 57
	Ticket 1: 
_,16,_,_,41,55,61,71,_
_,19,24,35,_,_,62,78,_
_,_,25,36,_,57,63,79,_
	Ticket 2: 
2,_,_,_,_,52,61,75,86
_,17,_,32,40,_,64,_,88
5,_,22,35,44,_,_,76,_
	Ticket 3: 
_,16,21,34,_,54,_,71,_
2,17,_,_,_,59,63,76,_
9,_,29,36,_,_,_,78,85

Card 58
	Ticket 1: 
_,_,22,_,43,_,63,74,83
4,10,_,_,46,_,65,_,85
8,12,_,_,_,57,_,76,87
	Ticket 2: 
_,10,23,_,45,_,60,74,_
_,17,24,32,_,53,_,_,83
8,_,27,36,_,_,62,75,_
	Ticket 3: 
_,10,_,36,_,50,64,_,82
5,_,_,_,42,56,69,_,83
9,18,_,39,_,59,_,70,_

Card 59
	Ticket 1: 
8,_,22,_,44,_,61,70,_
_,15,_,_,46,57,64,_,81
_,18,24,_,_,58,69,78,_
	Ticket 2: 
8,_,_,31,42,54,_,71,_
_,15,21,32,_,59,66,_,_
_,16,23,37,47,_,_,78,_
	Ticket 3: 
_,10,_,_,44,55,60,_,80
_,14,27,_,_,56,_,74,83
_,15,_,32,48,_,65,78,_

Card 60
	Ticket 1: 
2,_,_,_,41,_,63,70,84
_,_,26,36,45,53,_,71,_
_,10,27,_,49,54,_,_,85
	Ticket 2: 
_,10,25,34,_,_,_,71,85
3,_,26,_,_,_,60,77,90
_,12,_,38,49,55,69,_,_
	Ticket 3: 
_,16,20,30,_,_,62,_,83
_,_,_,34,41,53,68,_,85
8,_,_,39,43,_,69,76,_

Card 61
	Ticket 1: 
1,11,20,_,_,53,_,_,86
2,_,22,_,_,_,60,71,88
3,14,27,_,_,56,_,74,_
	Ticket 2: 
1,_,25,32,40,_,_,71,_
4,14,_,_,45,54,_,74,_
6,_,_,37,49,57,_,77,_
	Ticket 3: 
_,11,20,_,_,_,68,70,84
_,12,22,31,47,_,_,75,_
_,14,26,_,_,_,69,78,88

Card 62
	Ticket 1: 
3,_,20,_,_,50,61,74,_
_,12,26,_,40,53,63,_,_
_,15,28,31,_,55,_,_,90
	Ticket 2: 
2,17,21,30,40,_,_,_,_
3,_,29,_,43,_,61,70,_
_,18,_,38,48,_,_,72,89
	Ticket 3: 
9,14,_,31,_,56,_,74,_
_,18,_,_,41,57,60,_,82
_,19,27,_,49,58,_,_,88

Card 63
	Ticket 1: 
_,_,22,_,40,52,64,_,80
5,16,_,32,_,53,_,71,_
6,_,_,36,_,59,66,72,_
	Ticket 2: 
4,10,_,_,41,_,61,76,_
_,18,26,_,43,_,_,77,83
_,_,29,_,46,56,_,78,84
	Ticket 3: 
_,_,_,32,41,50,_,70,82
_,_,_,36,43,53,61,_,83
_,12,_,_,49,59,_,79,84

Card 64
	Ticket 1: 
6,13,_,_,43,50,_,78,_
7,_,22,30,44,54,_,_,_
_,_,27,_,47,58,66,_,89
	Ticket 2: 
5,_,20,_,_,53,61,73,_
_,17,_,_,_,58,62,76,87
_,_,22,37,40,_,63,_,89
	Ticket 3: 
2,_,22,31,_,_,60,76,_
5,_,26,35,44,52,_,_,_
9,_,28,38,_,_,61,79,_

Card 65
	Ticket 1: 
1,15,_,37,43,50,_,_,_
9,_,_,_,44,53,61,78,_
_,_,21,38,46,56,_,_,90
	Ticket 2: 
_,10,_,32,_,50,_,70,81
_,12,_,_,40,56,62,72,_
_,16,29,_,46,_,_,73,86
	Ticket 3: 
1,12,_,_,40,53,_,_,86
2,_,28,_,44,56,_,74,_
5,_,_,31,_,57,_,75,87

Card 66
	Ticket 1: 
_,_,_,30,46,59,_,72,89
_,10,_,32,49,_,62,76,_
4,13,_,39,_,_,66,79,_
	Ticket 2: 
4,_,21,33,_,_,60,_,83
8,_,_,37,44,_,67,_,86
9,11,_,39,_,_,68,75,_
	Ticket 3: 
_,10,_,30,42,51,61,_,_
_,15,23,_,_,56,64,79,_
_,19,25,_,49,57,65,_,_

Card 67
	Ticket 1: 
5,10,_,_,_,51,61,70,_
_,_,21,_,42,54,66,71,_
6,13,26,_,_,_,_,77,85
	Ticket 2: 
_,15,21,31,_,51,_,74,_
3,_,_,35,40,_,_,77,84
7,19,28,_,_,_,_,79,88
	Ticket 3: 
_,16,25,35,_,_,60,_,86
5,_,27,36,_,51,66,_,_
8,_,_,_,_,58,67,79,87

Card 68
	Ticket 1: 
_,_,22,31,_,_,64,74,82
1,_,25,38,45,_,_,75,_
3,15,_,39,_,52,68,_,_
	Ticket 2: 
_,_,25,37,_,54,64,72,_
3,_,_,38,_,57,_,74,87
5,_,29,_,43,_,69,_,89
	Ticket 3: 
1,12,_,35,44,_,_,_,80
6,17,_,_,_,_,68,70,84
9,19,_,_,47,53,_,74,_

Card 69
	Ticket 1: 
3,15,_,31,_,_,65,_,90
5,17,_,33,_,_,67,71,_
_,_,23,37,44,54,_,79,_
	Ticket 2: 
_,11,_,33,40,_,_,70,82
3,13,_,_,45,_,64,_,86
9,_,_,_,47,_,66,78,90
	Ticket 3: 
4,_,22,_,44,51,_,_,81
9,_,_,_,46,_,61,70,83
_,12,26,_,_,58,62,76,_

Card 70
	Ticket 1: 
_,11,_,_,46,53,65,73,_
1,16,_,_,47,55,_,77,_
4,_,_,_,49,59,_,78,87
	Ticket 2: 
3,15,_,_,_,50,68,70,_
5,19,_,32,41,51,_,_,_
_,_,23,38,_,53,_,77,84
	Ticket 3: 
2,11,25,_,_,_,66,_,80
_,13,27,_,43,53,_,_,88
6,_,_,38,_,57,_,75,89

Card 71
	Ticket 1: 
_,_,22,_,42,58,60,70,_
4,_,28,39,47,_,_,73,_
8,_,29,_,48,_,_,77,87
	Ticket 2: 
_,10,_,_,43,_,60,75,81
_,16,20,38,_,_,66,_,87
7,18,25,_,_,54,_,_,88
